index,year,energia_Gg_CO2e_GWP_SAR,residuo_Gg_CO2e_GWP_SAR,agropecuaria_Gg_CO2e_GWP_SAR,ippu_Gg_CO2e_GWP_SAR,lulucf_Gg_CO2e_GWP_SAR
"0280
Produção florestal; pesca e aquicultura",1995,0.0,0.0,0.0,0.0,-5982.803002888426
"1091
Abate e produtos de carne, inclusive os produtos do laticínio e da pesca",1995,0.0,442.9887,0.0,0.0,0.0
"1100
Fabricação de bebidas",1995,0.0,230.9286,0.0,0.0,0.0
"1700
Fabricação de celulose, papel e produtos de papel",1995,0.0,237.2181,0.0,0.0,0.0
"2091
Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros",1995,0.0,0.0,0.0,12069.543842066818,0.0
"2300
Fabricação de produtos de minerais não-metálicos",1995,0.0,0.0,0.0,16149.483592402516,0.0
"2491
Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura",1995,0.0,0.0,0.0,33971.60810657404,0.0
"2492
Metalurgia de metais não-ferrosos e a fundição de metais",1995,0.0,0.0,0.0,5227.659977182583,0.0
"8691
Saúde pública",1995,0.0,16.587938907489345,0.0,0.0,0.0
"8692
Saúde privada",1995,0.0,29.48966916886995,0.0,0.0,0.0
RESIDENCIAL,1995,0.0,32598.90552092545,0.0,0.0,0.0
"0191
Agricultura, inclusive o apoio à agricultura e a pós-colheita",1996,0.0,0.0,0.0,0.0,166796.33228650576
"0192
Pecuária, inclusive o apoio à pecuária",1996,0.0,798.8337,0.0,0.0,1085323.1471561028
"0280
Produção florestal; pesca e aquicultura",1996,0.0,0.0,0.0,0.0,-8910.766538270316
"1091
Abate e produtos de carne, inclusive os produtos do laticínio e da pesca",1996,0.0,412.8138,0.0,0.0,0.0
"1100
Fabricação de bebidas",1996,0.0,241.1766,0.0,0.0,0.0
"1700
Fabricação de celulose, papel e produtos de papel",1996,0.0,243.2115,0.0,0.0,0.0
"2091
Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros",1996,0.0,0.0,0.0,10155.663335055146,0.0
"2300
Fabricação de produtos de minerais não-metálicos",1996,0.0,0.0,0.0,18689.91936933007,0.0
"2491
Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura",1996,0.0,0.0,0.0,32434.46003718114,0.0
"2492
Metalurgia de metais não-ferrosos e a fundição de metais",1996,0.0,0.0,0.0,5322.474241556716,0.0
"8691
Saúde pública",1996,0.0,16.784919393886216,0.0,0.0,0.0
"8692
Saúde privada",1996,0.0,29.83985670024217,0.0,0.0,0.0
RESIDENCIAL,1996,0.0,34225.96522337748,0.0,0.0,0.0
"0191
Agricultura, inclusive o apoio à agricultura e a pós-colheita",1997,0.0,0.0,0.0,0.0,168471.64293090662
"0192
Pecuária, inclusive o apoio à pecuária",1997,0.0,818.6325,0.0,0.0,756933.9080088044
"0280
Produção florestal; pesca e aquicultura",1997,0.0,0.0,0.0,0.0,-15167.815941264798
"1091
Abate e produtos de carne, inclusive os produtos do laticínio e da pesca",1997,0.0,367.2123,0.0,0.0,0.0
"1100
Fabricação de bebidas",1997,0.0,256.0026,0.0,0.0,0.0
"1700
Fabricação de celulose, papel e produtos de papel",1997,0.0,245.5383,0.0,0.0,0.0
"2091
Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros",1997,0.0,0.0,0.0,10329.22518747768,0.0
"2300
Fabricação de produtos de minerais não-metálicos",1997,0.0,0.0,0.0,20292.1891289991,0.0
"2491
Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura",1997,0.0,0.0,0.0,34926.91944302651,0.0
"2492
Metalurgia de metais não-ferrosos e a fundição de metais",1997,0.0,0.0,0.0,3946.5812802222154,0.0
"8691
Saúde pública",1997,0.0,17.03264426193847,0.0,0.0,0.0
"8692
Saúde privada",1997,0.0,30.280256465668398,0.0,0.0,0.0
RESIDENCIAL,1997,0.0,35423.45129825384,0.0,0.0,0.0
"0191
Agricultura, inclusive o apoio à agricultura e a pós-colheita",1998,0.0,0.0,0.0,0.0,179137.0040220302
"0192
Pecuária, inclusive o apoio à pecuária",1998,0.0,831.8016,0.0,0.0,1016147.8884644924
"0280
Produção florestal; pesca e aquicultura",1998,0.0,0.0,0.0,0.0,-25950.54051343027
"1091
Abate e produtos de carne, inclusive os produtos do laticínio e da pesca",1998,0.0,336.0924,0.0,0.0,0.0
"1100
Fabricação de bebidas",1998,0.0,281.4126,0.0,0.0,0.0
"1700
Fabricação de celulose, papel e produtos de papel",1998,0.0,254.1567,0.0,0.0,0.0
"2091
Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros",1998,0.0,0.0,0.0,11756.985766455338,0.0
"2300
Fabricação de produtos de minerais não-metálicos",1998,0.0,0.0,0.0,20958.0169256661,0.0
"2491
Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura",1998,0.0,0.0,0.0,37333.497436765865,0.0
"2492
Metalurgia de metais não-ferrosos e a fundição de metais",1998,0.0,0.0,0.0,3936.728832111941,0.0
"8691
Saúde pública",1998,0.0,17.30601170573972,0.0,0.0,0.0
"8692
Saúde privada",1998,0.0,30.76624303242617,0.0,0.0,0.0
RESIDENCIAL,1998,0.0,36735.81194784509,0.0,0.0,0.0
"0191
Agricultura, inclusive o apoio à agricultura e a pós-colheita",1999,0.0,0.0,0.0,0.0,167755.71837166097
"0192
Pecuária, inclusive o apoio à pecuária",1999,0.0,860.0844000000001,0.0,0.0,981277.7144108523
"0280
Produção florestal; pesca e aquicultura",1999,0.0,0.0,0.0,0.0,-25779.387196140924
"1091
Abate e produtos de carne, inclusive os produtos do laticínio e da pesca",1999,0.0,383.9262,0.0,0.0,0.0
"1100
Fabricação de bebidas",1999,0.0,293.6871,0.0,0.0,0.0
"1700
Fabricação de celulose, papel e produtos de papel",1999,0.0,270.7215,0.0,0.0,0.0
"2091
Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros",1999,0.0,0.0,0.0,13130.934195340542,0.0
"2300
Fabricação de produtos de minerais não-metálicos",1999,0.0,0.0,0.0,21392.484994328814,0.0
"2491
Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura",1999,0.0,0.0,0.0,34941.71279313612,0.0
"2492
Metalurgia de metais não-ferrosos e a fundição de metais",1999,0.0,0.0,0.0,3812.3068199048257,0.0
"8691
Saúde pública",1999,0.0,17.482948358456674,0.0,0.0,0.0
"8692
Saúde privada",1999,0.0,31.080797081700755,0.0,0.0,0.0
RESIDENCIAL,1999,0.0,38548.62347378763,0.0,0.0,0.0
"0191
Agricultura, inclusive o apoio à agricultura e a pós-colheita",2000,8983.803198634832,0.0,50623.31630966792,0.0,149964.5327298776
"0192
Pecuária, inclusive o apoio à pecuária",2000,3902.6068907190697,904.5183,315868.14196583175,0.0,1043442.5402011792
"0280
Produção florestal; pesca e aquicultura",2000,1856.822923380063,0.0,205.17487361674648,0.0,-18955.00005062515
"0580
Extração de carvão mineral e de minerais não-metálicos",2000,1523.3039205264804,0.0,0.0,0.0,0.0
"0680
Extração de petróleo e gás, inclusive as atividades de apoio",2000,1532.9038959383217,0.0,0.0,0.0,0.0
"0791
Extração de minério de ferro, inclusive beneficiamentos e a aglomeração",2000,2022.7096971742824,0.0,0.0,0.0,0.0
"0792
Extração de minerais metálicos não-ferrosos, inclusive beneficiamentos",2000,3533.079229853607,0.0,0.0,0.0,0.0
"1091
Abate e produtos de carne, inclusive os produtos do laticínio e da pesca",2000,2627.493559638932,379.8795,0.0,0.0,0.0
"1092
Fabricação e refino de açúcar",2000,689.5613333142301,0.0,0.0,0.0,0.0
"1093
Outros produtos alimentares",2000,1474.183084724436,0.0,0.0,0.0,0.0
"1100
Fabricação de bebidas",2000,573.4276356581074,323.2173,0.0,0.0,0.0
"1200
Fabricação de produtos do fumo",2000,25.684069889821377,0.0,0.0,0.0,0.0
"1300
Fabricação de produtos têxteis",2000,1332.5730728044512,0.0,0.0,0.0,0.0
"1400
Confecção de artefatos do vestuário e acessórios",2000,78.5671522918634,0.0,0.0,0.0,0.0
"1500
Fabricação de calçados e de artefatos de couro",2000,95.09131921427556,0.0,0.0,0.0,0.0
"1600
Fabricação de produtos da madeira",2000,1176.9148537632936,0.0,0.0,0.0,0.0
"1700
Fabricação de celulose, papel e produtos de papel",2000,4986.49779941696,274.83750000000003,0.0,0.0,0.0
"1800
Impressão e reprodução de gravações",2000,37.964668674720215,0.0,0.0,0.0,0.0
"1991
Refino de petróleo e coquerias",2000,42849.354303382024,0.0,0.0,0.0,0.0
"1992
Fabricação de biocombustíveis",2000,677.5196607835502,0.0,0.0,0.0,0.0
"2091
Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros",2000,11729.723656391656,0.0,0.0,12744.205321402751,0.0
"2092
Fabricação de defensivos, desinfestantes, tintas e químicos diversos",2000,2528.1972613865705,0.0,0.0,0.0,0.0
"2093
Fabricação de produtos de limpeza, cosméticos/perfumaria e higiene pessoal",2000,811.9545084602132,0.0,0.0,0.0,0.0
"2100
Fabricação de produtos farmoquímicos e farmacêuticos",2000,194.58255717039128,0.0,0.0,0.0,0.0
"2200
Fabricação de produtos de borracha e de material plástico",2000,1433.6104973956885,0.0,0.0,0.0,0.0
"2300
Fabricação de produtos de minerais não-metálicos",2000,13966.785092227574,0.0,0.0,21701.886224650065,0.0
"2491
Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura",2000,5676.802853909272,0.0,0.0,39209.36607086121,0.0
"2492
Metalurgia de metais não-ferrosos e a fundição de metais",2000,3238.696090515923,0.0,0.0,3479.109645385152,0.0
"2500
Fabricação de produtos de metal, exceto máquinas e equipamentos",2000,1027.1760687662374,0.0,0.0,0.0,0.0
"2600
Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",2000,66.16521215422885,0.0,0.0,0.0,0.0
"2700
Fabricação de máquinas e equipamentos elétricos",2000,384.6942441807161,0.0,0.0,0.0,0.0
"2800
Fabricação de máquinas e equipamentos mecânicos",2000,389.2190479385341,0.0,0.0,0.0,0.0
"2991
Fabricação de automóveis, caminhões e ônibus, exceto peças",2000,291.73735031680184,0.0,0.0,0.0,0.0
"2992
Fabricação de peças e acessórios para veículos automotores",2000,872.863472873185,0.0,0.0,0.0,0.0
"3000
Fabricação de outros equipamentos de transporte, exceto veículos automotores",2000,75.26126613534964,0.0,0.0,0.0,0.0
"3180
Fabricação de móveis e de produtos de indústrias diversas",2000,174.74819360220067,0.0,0.0,0.0,0.0
"3300
Manutenção, reparação e instalação de máquinas e equipamentos",2000,137.61653001046167,0.0,0.0,0.0,0.0
"3500
Energia elétrica, gás natural e outras utilidades",2000,6558.184982267405,0.0,0.0,0.0,0.0
"3680
Água, esgoto e gestão de resíduos",2000,670.3725052666017,0.0,0.0,0.0,0.0
"4180
Construção",2000,1656.344190160364,0.0,0.0,0.0,0.0
"4500
Comércio e reparação de veículos automotores e motocicletas",2000,66.44517033755854,0.0,0.0,0.0,0.0
"4680
Comércio por atacado e a varejo, exceto veículos automotores",2000,1213.787925912959,0.0,0.0,0.0,0.0
"4900
Transporte terrestre",2000,116401.06368602319,0.0,0.0,0.0,0.0
"5000
Transporte aquaviário",2000,2990.8068026158635,0.0,0.0,0.0,0.0
"5100
Transporte aéreo",2000,8398.694543991132,0.0,0.0,0.0,0.0
"5280
Armazenamento, atividades auxiliares dos transportes e correio",2000,132.6727670226056,0.0,0.0,0.0,0.0
"5500
Alojamento",2000,57.25881454789461,0.0,0.0,0.0,0.0
"5600
Alimentação",2000,104.51236342359456,0.0,0.0,0.0,0.0
"5800
Edição e edição integrada à impressão",2000,4.720087498171501,0.0,0.0,0.0,0.0
"5980
Atividades de televisão, rádio, cinema e  gravação/edição de som e imagem",2000,16.007235380656418,0.0,0.0,0.0,0.0
"6100
Telecomunicações",2000,80.98603095187372,0.0,0.0,0.0,0.0
"6280
Desenvolvimento de sistemas e outros serviços de informação",2000,35.72421639535073,0.0,0.0,0.0,0.0
"6480
Intermediação financeira, seguros e previdência complementar",2000,96.65554844288151,0.0,0.0,0.0,0.0
"6800
Atividades imobiliárias",2000,36.6891098643235,0.0,0.0,0.0,0.0
"6980
Atividades jurídicas, contábeis, consultoria e sedes de empresas ",2000,54.68892386448754,0.0,0.0,0.0,0.0
"7180
Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",2000,48.94516683114702,0.0,0.0,0.0,0.0
"7380
Outras atividades profissionais, científicas e técnicas",2000,12.17481282578222,0.0,0.0,0.0,0.0
"7700
Aluguéis não-imobiliários e gestão de ativos de propriedade intelectual",2000,13.031594926029495,0.0,0.0,0.0,0.0
"7880
Outras atividades administrativas e serviços complementares",2000,345.5942298461602,0.0,0.0,0.0,0.0
"8000
Atividades de vigilância, segurança e investigação",2000,5.654284217231077,0.0,0.0,0.0,0.0
"8400
Administração pública, defesa e seguridade social",2000,703.8906981126632,0.0,0.0,0.0,0.0
"8591
Educação pública",2000,198.59321584930572,0.0,0.0,0.0,0.0
"8592
Educação privada",2000,112.86214398235454,0.0,0.0,0.0,0.0
"8691
Saúde pública",2000,162.99639819030304,18.584614067565894,0.0,0.0,0.0
"8692
Saúde privada",2000,85.47667982066767,31.84362660651192,0.0,0.0,0.0
"9080
Atividades artísticas, criativas e de espetáculos",2000,44.68753592079523,0.0,0.0,0.0,0.0
"9480
Organizações associativas e outros serviços pessoais",2000,137.07200465892416,0.0,0.0,0.0,0.0
"9700
Serviços domésticos",2000,0.0,0.0,0.0,0.0,0.0
RESIDENCIAL,2000,23566.00416147837,40645.57888675783,0.0,0.0,0.0
"0191
Agricultura, inclusive o apoio à agricultura e a pós-colheita",2001,9950.411733854695,0.0,50943.91007309218,0.0,146950.0018443331
"0192
Pecuária, inclusive o apoio à pecuária",2001,4236.232385463644,950.1534,329516.7550004934,0.0,1008101.4162854652
"0280
Produção florestal; pesca e aquicultura",2001,1966.0397092768935,0.0,197.26977798188886,0.0,-35364.476474796444
"0580
Extração de carvão mineral e de minerais não-metálicos",2001,1508.3629393581548,0.0,0.0,0.0,0.0
"0680
Extração de petróleo e gás, inclusive as atividades de apoio",2001,1639.7779967394326,0.0,0.0,0.0,0.0
"0791
Extração de minério de ferro, inclusive beneficiamentos e a aglomeração",2001,2237.0407638287684,0.0,0.0,0.0,0.0
"0792
Extração de minerais metálicos não-ferrosos, inclusive beneficiamentos",2001,3218.2301478022714,0.0,0.0,0.0,0.0
"1091
Abate e produtos de carne, inclusive os produtos do laticínio e da pesca",2001,2661.230233357783,528.3516000000001,0.0,0.0,0.0
"1092
Fabricação e refino de açúcar",2001,757.8594369640674,0.0,0.0,0.0,0.0
"1093
Outros produtos alimentares",2001,1469.0804742510495,0.0,0.0,0.0,0.0
"1100
Fabricação de bebidas",2001,608.5681010563883,341.9976,0.0,0.0,0.0
"1200
Fabricação de produtos do fumo",2001,24.331059366751827,0.0,0.0,0.0,0.0
"1300
Fabricação de produtos têxteis",2001,1223.3597785665072,0.0,0.0,0.0,0.0
"1400
Confecção de artefatos do vestuário e acessórios",2001,74.37590988077969,0.0,0.0,0.0,0.0
"1500
Fabricação de calçados e de artefatos de couro",2001,89.56249946708552,0.0,0.0,0.0,0.0
"1600
Fabricação de produtos da madeira",2001,1120.415936967817,0.0,0.0,0.0,0.0
"1700
Fabricação de celulose, papel e produtos de papel",2001,4817.457507768006,268.4577,0.0,0.0,0.0
"1800
Impressão e reprodução de gravações",2001,36.057675871133654,0.0,0.0,0.0,0.0
"1991
Refino de petróleo e coquerias",2001,46535.918448261546,0.0,0.0,0.0,0.0
"1992
Fabricação de biocombustíveis",2001,723.8484478599984,0.0,0.0,0.0,0.0
"2091
Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros",2001,11786.283740378725,0.0,0.0,11168.967538469482,0.0
"2092
Fabricação de defensivos, desinfestantes, tintas e químicos diversos",2001,2539.821604873913,0.0,0.0,0.0,0.0
"2093
Fabricação de produtos de limpeza, cosméticos/perfumaria e higiene pessoal",2001,816.6447558828017,0.0,0.0,0.0,0.0
"2100
Fabricação de produtos farmoquímicos e farmacêuticos",2001,192.98438135122083,0.0,0.0,0.0,0.0
"2200
Fabricação de produtos de borracha e de material plástico",2001,1366.626327246875,0.0,0.0,0.0,0.0
"2300
Fabricação de produtos de minerais não-metálicos",2001,14392.808940232577,0.0,0.0,20641.105770311333,0.0
"2491
Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura",2001,5635.533220929283,0.0,0.0,38688.13995483506,0.0
"2492
Metalurgia de metais não-ferrosos e a fundição de metais",2001,3026.54170673926,0.0,0.0,3049.7454646002443,0.0
"2500
Fabricação de produtos de metal, exceto máquinas e equipamentos",2001,961.3392607734279,0.0,0.0,0.0,0.0
"2600
Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",2001,62.31290614201081,0.0,0.0,0.0,0.0
"2700
Fabricação de máquinas e equipamentos elétricos",2001,367.14905047204275,0.0,0.0,0.0,0.0
"2800
Fabricação de máquinas e equipamentos mecânicos",2001,360.5022966860497,0.0,0.0,0.0,0.0
"2991
Fabricação de automóveis, caminhões e ônibus, exceto peças",2001,289.31115223971074,0.0,0.0,0.0,0.0
"2992
Fabricação de peças e acessórios para veículos automotores",2001,812.2242422733834,0.0,0.0,0.0,0.0
"3000
Fabricação de outros equipamentos de transporte, exceto veículos automotores",2001,70.60571096901337,0.0,0.0,0.0,0.0
"3180
Fabricação de móveis e de produtos de indústrias diversas",2001,164.6366932682095,0.0,0.0,0.0,0.0
"3300
Manutenção, reparação e instalação de máquinas e equipamentos",2001,128.16922661412727,0.0,0.0,0.0,0.0
"3500
Energia elétrica, gás natural e outras utilidades",2001,6922.446088847575,0.0,0.0,0.0,0.0
"3680
Água, esgoto e gestão de resíduos",2001,698.9541188183217,0.0,0.0,0.0,0.0
"4180
Construção",2001,1445.0518042159715,0.0,0.0,0.0,0.0
"4500
Comércio e reparação de veículos automotores e motocicletas",2001,68.39388345665837,0.0,0.0,0.0,0.0
"4680
Comércio por atacado e a varejo, exceto veículos automotores",2001,1264.765231569859,0.0,0.0,0.0,0.0
"4900
Transporte terrestre",2001,118370.00965085396,0.0,0.0,0.0,0.0
"5000
Transporte aquaviário",2001,3306.541907285518,0.0,0.0,0.0,0.0
"5100
Transporte aéreo",2001,8634.374284459473,0.0,0.0,0.0,0.0
"5280
Armazenamento, atividades auxiliares dos transportes e correio",2001,132.30941590266139,0.0,0.0,0.0,0.0
"5500
Alojamento",2001,59.03203919997752,0.0,0.0,0.0,0.0
"5600
Alimentação",2001,116.72564962660745,0.0,0.0,0.0,0.0
"5800
Edição e edição integrada à impressão",2001,4.862437801549118,0.0,0.0,0.0,0.0
"5980
Atividades de televisão, rádio, cinema e  gravação/edição de som e imagem",2001,16.502940040792502,0.0,0.0,0.0,0.0
"6100
Telecomunicações",2001,83.43169021959038,0.0,0.0,0.0,0.0
"6280
Desenvolvimento de sistemas e outros serviços de informação",2001,36.80312401966078,0.0,0.0,0.0,0.0
"6480
Intermediação financeira, seguros e previdência complementar",2001,99.57464418994641,0.0,0.0,0.0,0.0
"6800
Atividades imobiliárias",2001,37.810031544209366,0.0,0.0,0.0,0.0
"6980
Atividades jurídicas, contábeis, consultoria e sedes de empresas ",2001,56.34058491898687,0.0,0.0,0.0,0.0
"7180
Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",2001,85.80390085119815,0.0,0.0,0.0,0.0
"7380
Outras atividades profissionais, científicas e técnicas",2001,12.66987963155379,0.0,0.0,0.0,0.0
"7700
Aluguéis não-imobiliários e gestão de ativos de propriedade intelectual",2001,14.3429699527912,0.0,0.0,0.0,0.0
"7880
Outras atividades administrativas e serviços complementares",2001,355.9464763442458,0.0,0.0,0.0,0.0
"8000
Atividades de vigilância, segurança e investigação",2001,5.78170501047656,0.0,0.0,0.0,0.0
"8400
Administração pública, defesa e seguridade social",2001,736.2587288875764,0.0,0.0,0.0,0.0
"8591
Educação pública",2001,206.94865685334395,0.0,0.0,0.0,0.0
"8592
Educação privada",2001,116.25862734962621,0.0,0.0,0.0,0.0
"8691
Saúde pública",2001,167.85738320599944,20.425539581447325,0.0,0.0,0.0
"8692
Saúde privada",2001,88.6642059542475,36.0296864167908,0.0,0.0,0.0
"9080
Atividades artísticas, criativas e de espetáculos",2001,46.04569381581045,0.0,0.0,0.0,0.0
"9480
Organizações associativas e outros serviços pessoais",2001,142.3470329943304,0.0,0.0,0.0,0.0
"9700
Serviços domésticos",2001,0.0,0.0,0.0,0.0,0.0
RESIDENCIAL,2001,23877.552780891237,42984.02568757425,0.0,0.0,0.0
"0191
Agricultura, inclusive o apoio à agricultura e a pós-colheita",2002,9622.480360026011,0.0,54713.168385681216,0.0,140599.2678462509
"0192
Pecuária, inclusive o apoio à pecuária",2002,4185.265748216871,1017.576,336774.240645118,0.0,1223308.980355184
